 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 RAN | 50436 | LE PETIT BOIS                         |  993389 | 501892223L | 50189    | !
 BAN | 50444 | LA TRICHARDIERE                       |         |            | 50444    | !
 RAN | 50444 | LA TRICHARDIERE                       |  989544 | 5044422227 | 50122    | !
 BAN | 50444 | LE BOURG                              |         |            | 50444    | !
 RAN | 50444 | LE BOURG                              | 1011876 | 504442227L | 50559    | !
 BAN | 50444 | LES TOILIERS                          |         |            | 50444    | !
 RAN | 50444 | LES TOILIERS                          | 2910419 | 5044422293 | 50559    | !
 BAN | 50484 | LA BESNARDAIS                         |         |            | 50484    | !
 RAN | 50484 | LA BESNARDAIS                         | 1009788 | 505152224N | 50515    | !
 BAN | 50484 | LA BRUYERE                            |         |            | 50484    | !
 RAN | 50484 | LA BRUYERE                            | 1009818 | 505152226P | 50515    | !
 BAN | 50484 | LA VERGEE                             |         |            | 50484    | !
 RAN | 50484 | LA VERGEE                             | 1009836 | 5051522279 | 50515    | !
 BAN | 50484 | LE CLOS LAURENT                       |         |            | 50484    | !
 RAN | 50484 | LE CLOS LAURENT                       | 1009802 | 5051522263 | 50515    | !
 BAN | 50484 | LE ROCHER                             |         |            | 50484    | !
 RAN | 50484 | LE ROCHER                             | 1009820 | 505152226R | 50515    | !
 BAN | 50484 | LES HAYES                             |         |            | 50484    | !
 RAN | 50484 | LES HAYES                             | 1009829 | 505152226Z | 50515    | !
 BAN | 50492 | LE HAMEL                              |         |            | 50492    | !
 RAN | 50492 | LE HAMEL                              | 1005591 | 504412222G | 50441    | !
 BAN | 50492 | LE SITIER                             |         |            | 50492    | !
 RAN | 50492 | LE SITIER                             | 1004274 | 504142222Z | 50414    | !
 BAN | 50493 | LE PRESBYTERE                         |         |            | 50493    | !
 RAN | 50493 | LE PRESBYTERE                         | 1008653 | 5049322263 | 50501    | !
 BAN | 50493 | LES CHAMPS                            |         |            | 50493    | !
 RAN | 50493 | LES CHAMPS                            | 1008654 | 5049322264 | 50501    | !
 BAN | 50523 | LA CASSINERIE                         |         |            | 50523    | !
 RAN | 50523 | LA CASSINERIE                         | 2226605 | 501912222T | 50191    | !
 BAN | 50523 | LES BERGERIES                         |         |            | 50523    | !
 RAN | 50523 | LES BERGERIES                         | 4235806 | 501702224T | 50170    | !
 BAN | 50523 | LE VAL                                |         |            | 50523    | !
 RAN | 50523 | LE VAL                                |  989713 | 501272222E | 50127    | !
 BAN | 50531 | RUE DE LA BOISSIERE                   |         |            | 50531    | !
 RAN | 50531 | RUE DE LA BOISSIERE                   | 4351755 | 505312227U | 50067    | !
 BAN | 50531 | RUE DES CHAMPS                        |         |            | 50531    | !
 RAN | 50531 | RUE DES CHAMPS                        |  986747 | 505312222E | 50067    | !
 BAN | 50531 | RUE DU BOCAGE                         |         |            | 50531    | !
 RAN | 50531 | RUE DU BOCAGE                         | 4351813 | 505312229N | 50067    | !
 RAN | 50531 | RUE DU BOCAGE                         | 4351813 | 50531222AM | 50531    | !
 BAN | 50531 | RUE DU STADE                          |         |            | 50531    | !
 RAN | 50531 | RUE DU STADE                          | 4351768 | 5053122292 | 50067    | !
 RAN | 50531 | RUE DU STADE                          | 4351768 | 50531222AI | 50531    | !
 BAN | 50531 | RUE SAINT ERMEL                       |         |            | 50531    | !
 RAN | 50531 | RUE SAINT ERMEL                       | 4112523 | 5053122266 | 50067    | !
 BAN | 50535 | LA BUTTE                              |         |            | 50535    | !
 RAN | 50535 | LA BUTTE                              | 1003583 | 5040622229 | 50406    | !
 BAN | 50535 | LA GILBERDIERE                        |         |            | 50535    | !
 RAN | 50535 | LA GILBERDIERE                        |  986795 | 500712222C | 50071    | !
 BAN | 50535 | LA GRANDINIERE                        |         |            | 50535    | !
 RAN | 50535 | LA GRANDINIERE                        |  986796 | 500712222E | 50071    | !
 BAN | 50535 | LA HUBERDIERE                         |         |            | 50535    | !
 RAN | 50535 | LA HUBERDIERE                         | 1003594 | 504062222P | 50406    | !
 BAN | 50535 | LAUNAY                                |         |            | 50535    | !
 RAN | 50535 | LAUNAY                                | 1003615 | 504062223I | 50406    | !
 RAN | 50535 | LAUNAY                                | 1010679 | 5053522232 | 50535    | !
 BAN | 50565 | LA VAUCHE                             |         |            | 50565    | !
 RAN | 50565 | LA VAUCHE                             |  989360 | 501162222H | 50116    | !
 BAN | 50565 | LE BOURG                              |         |            | 50565    | !
 RAN | 50565 | LE BOURG                              | 1000921 | 503552223G | 50355    | !
 RAN | 50565 | LE BOURG                              | 4119203 | 500092222Y | 50009    | !
 BAN | 50565 | PLACE DE L EGLISE                     |         |            | 50565    | !
 RAN | 50565 | PLACE DE L EGLISE                     | 4459364 | 503552226A | 50355    | !
 BAN | 50582 | LA METAIRIE                           |         |            | 50582    | !
 RAN | 50582 | LA METAIRIE                           | 1015731 | 506252222X | 50625    | !
 BAN | 50591 | LA BESNARDIERE                        |         |            | 50591    | !
 RAN | 50591 | LA BESNARDIERE                        |  996579 | 502542222E | 50254    | !
 BAN | 50591 | LA BIGOTIERE                          |         |            | 50591    | !
 RAN | 50591 | LA BIGOTIERE                          | 1009317 | 505082222B | 50508    | !
 BAN | 50591 | LA BOULAIE                            |         |            | 50591    | !
 RAN | 50591 | LA BOULAIE                            |  996598 | 5025422236 | 50254    | !
 BAN | 50591 | LA BRESILIERE                         |         |            | 50591    | !
 RAN | 50591 | LA BRESILIERE                         |  992916 | 5017922227 | 50179    | !
 BAN | 50591 | LA CHENAIE                            |         |            | 50591    | !
 RAN | 50591 | LA CHENAIE                            |  996600 | 5025422239 | 50254    | !
 BAN | 50591 | LA COUR                               |         |            | 50591    | !
 RAN | 50591 | LA COUR                               |  996269 | 502452222P | 50245    | !
 BAN | 50591 | LA CROIX                              |         |            | 50591    | !
 RAN | 50591 | LA CROIX                              |  996582 | 502542222I | 50254    | !
 RAN | 50591 | LA CROIX                              |  996270 | 502452222R | 50245    | !
 BAN | 50591 | LA GRANGE                             |         |            | 50591    | !
 RAN | 50591 | LA GRANGE                             |  992922 | 501792222E | 50179    | !
 BAN | 50591 | LA LANDE                              |         |            | 50591    | !
 RAN | 50591 | LA LANDE                              |  996315 | 502452224H | 50245    | !
 BAN | 50591 | LA MAISON NEUVE                       |         |            | 50591    | !
 RAN | 50591 | LA MAISON NEUVE                       | 2657757 | 5050822234 | 50508    | !
 RAN | 50591 | LA MAISON NEUVE                       |  996316 | 502452224I | 50245    | !
 RAN | 50591 | LA MAISON NEUVE                       |  996626 | 5025422249 | 50254    | !
 RAN | 50591 | LA MAISON NEUVE                       |  992924 | 501792222H | 50179    | !
 BAN | 50591 | LA MAZURE                             |         |            | 50591    | !
 RAN | 50591 | LA MAZURE                             |  996587 | 502542222R | 50254    | !
 RAN | 50591 | LA MAZURE                             | 4512918 | 505082223A | 50508    | !
 BAN | 50591 | LA PERELLE                            |         |            | 50591    | !
 RAN | 50591 | LA PERELLE                            | 1009327 | 505082222R | 50508    | !
 BAN | 50591 | LA PERRUCHE                           |         |            | 50591    | !
 RAN | 50591 | LA PERRUCHE                           |  996283 | 5024522239 | 50245    | !
 BAN | 50591 | LA PICAUDIERE                         |         |            | 50591    | !
 RAN | 50591 | LA PICAUDIERE                         |  996592 | 502542222X | 50254    | !
 BAN | 50591 | LA ROUERIE                            |         |            | 50591    | !
 RAN | 50591 | LA ROUERIE                            |  996288 | 502452223G | 50245    | !
 BAN | 50591 | LA TOUCHE                             |         |            | 50591    | !
 RAN | 50591 | LA TOUCHE                             |  996304 | 5024522242 | 50245    | !
 BAN | 50591 | LE BOURG                              |         |            | 50591    | !
 RAN | 50591 | LE BOURG                              |  996309 | 5024522249 | 50245    | !
 RAN | 50591 | LE BOURG                              |  992931 | 501792222P | 50179    | !
 RAN | 50591 | LE BOURG                              |  996632 | 502542224H | 50254    | !
 RAN | 50591 | LE BOURG                              | 1009333 | 505082222X | 50508    | !
 BAN | 50591 | LE COUDRAY                            |         |            | 50591    | !
 RAN | 50591 | LE COUDRAY                            |  996601 | 502542223A | 50254    | !
 RAN | 50591 | LE COUDRAY                            |  996292 | 502452223M | 50245    | !
 BAN | 50591 | LE GOULET                             |         |            | 50591    | !
 RAN | 50591 | LE GOULET                             |  996620 | 502542223Z | 50254    | !
 BAN | 50591 | L EPINE                               |         |            | 50591    | !
 RAN | 50591 | L EPINE                               |  996264 | 502452222H | 50245    | !
 BAN | 50591 | L ETANG                               |         |            | 50591    | !
 RAN | 50591 | L ETANG                               |  996265 | 502452222I | 50245    | !
 BAN | 50591 | LE TRAVERS                            |         |            | 50591    | !
 RAN | 50591 | LE TRAVERS                            | 1009330 | 505082222T | 50508    | !
 BAN | 50591 | LE VAL                                |         |            | 50591    | !
 RAN | 50591 | LE VAL                                |  996313 | 502452224E | 50245    | !
 BAN | 50592 | LE MOULIN                             |         |            | 50592    | !
 RAN | 50592 | LE MOULIN                             |  992962 | 5018022232 | 50180    | !
 BAN | 50601 | BELLEVUE                              |         |            | 50601    | !
 RAN | 50601 | BELLEVUE                              |  987010 | 500752222R | 50075    | !
 BAN | 50601 | LA BIGNE DE BAS                       |         |            | 50601    | !
 RAN | 50601 | LA BIGNE DE BAS                       |  993924 | 5020222229 | 50202    | !
 BAN | 50601 | LE GRAND PARC                         |         |            | 50601    | !
 RAN | 50601 | LE GRAND PARC                         |  995329 | 502242223X | 50224    | !
 BAN | 50639 | LA BRIERE                             |         |            | 50639    | !
 RAN | 50639 | LA BRIERE                             | 1005558 | 5044022227 | 50440    | !
 BAN | 50639 | LE BOURG                              |         |            | 50639    | !
 RAN | 50639 | LE BOURG                              | 1005575 | 504402222V | 50440    | !
 BAN | 51030 | RUE DE LA CRAYERE                     |         |            | 51030    | !
 RAN | 51030 | RUE DE LA CRAYERE                     | 1018143 | 510642222T | 51064    | !
 BAN | 51030 | RUE DU JARD                           |         |            | 51030    | !
 RAN | 51030 | RUE DU JARD                           | 1024068 | 513472222E | 51347    | !
 BAN | 52058 | RUE DERRIERE L EGLISE                 |         |            | 52058    | !
 RAN | 52058 | RUE DERRIERE L EGLISE                 | 2359154 | 5205822232 | 52434    | !
 BAN | 52060 | LE FOULON                             |         |            | 52060    | !
 RAN | 52060 | LE FOULON                             | 1036695 | 520602224Z | 52527    | !
 BAN | 52118 | COTE DE MAIZIERES                     |         |            | 52118    | !
 RAN | 52118 | COTE DE MAIZIERES                     | 4425284 | 52118222CC | 52477    | !
 BAN | 52125 | ROZIAN SUD                            |         |            | 52125    | !
 RAN | 52125 | ROZIAN SUD                            | 1032685 | 5212522227 | 52096    | !
 BAN | 52125 | RUE DU COTEAU SAINT MICHEL            |         |            | 52125    | !
 RAN | 52125 | RUE DU COTEAU SAINT MICHEL            | 1032683 | 5212522224 | 52096    | !
 BAN | 52187 | RUE DE LA MAIRIE                      |         |            | 52187    | !
 RAN | 52187 | RUE DE LA MAIRIE                      | 4295773 | 523792222A | 52379    | !
 BAN | 52187 | RUE DE L AZOT                         |         |            | 52187    | !
 RAN | 52187 | RUE DE L AZOT                         | 4296314 | 523792222I | 52379    | !
 BAN | 52187 | RUE DE L EGLISE                       |         |            | 52187    | !
 RAN | 52187 | RUE DE L EGLISE                       | 4295775 | 523792222C | 52379    | !
 BAN | 52187 | RUE DES VIGNES                        |         |            | 52187    | !
 RAN | 52187 | RUE DES VIGNES                        | 4295774 | 523792222B | 52379    | !
 BAN | 52187 | RUE DU CITERNEAU                      |         |            | 52187    | !
 RAN | 52187 | RUE DU CITERNEAU                      | 4295779 | 523792222H | 52379    | !
 BAN | 52187 | RUE PRINCIPALE                        |         |            | 52187    | !
 RAN | 52187 | RUE PRINCIPALE                        | 1032189 | 5218722223 | 52046    | !
 RAN | 52187 | RUE PRINCIPALE                        | 4295778 | 523792222G | 52379    | !
 BAN | 52189 | RUE BRAILLOT                          |         |            | 52189    | !
 RAN | 52189 | RUE BRAILLOT                          | 1033440 | 5218922226 | 52150    | !
 BAN | 52189 | RUE CHIGNARD                          |         |            | 52189    | !
 RAN | 52189 | RUE CHIGNARD                          | 3428379 | 521892222H | 52150    | !
 BAN | 52189 | RUE DU CLOS                           |         |            | 52189    | !
 RAN | 52189 | RUE DU CLOS                           | 4261373 | 521892223A | 52189    | !
 RAN | 52189 | RUE DU CLOS                           | 4257256 | 5218922237 | 52117    | !
 BAN | 52189 | RUE DU SOC                            |         |            | 52189    | !
 RAN | 52189 | RUE DU SOC                            | 3429108 | 521892222T | 52150    | !
 BAN | 52189 | RUE JOSEPH CRESSOT                    |         |            | 52189    | !
 RAN | 52189 | RUE JOSEPH CRESSOT                    | 3428995 | 521892222R | 52117    | !
 BAN | 52189 | RUE YOTTE                             |         |            | 52189    | !
 RAN | 52189 | RUE YOTTE                             | 1033441 | 5218922227 | 52150    | !
 BAN | 52242 | RUE HAUTE                             |         |            | 52242    | !
 RAN | 52242 | RUE HAUTE                             | 2984140 | 5224222244 | 52333    | !
 BAN | 52269 | RUE DE CHALINDREY                     |         |            | 52269    | !
 RAN | 52269 | RUE DE CHALINDREY                     | 2998777 | 52269222ES | 52144    | !
 BAN | 52269 | RUE DE LA QUENIVOTTE                  |         |            | 52269    | !
 RAN | 52269 | RUE DE LA QUENIVOTTE                  | 1033414 | 5226922223 | 52144    | !
 BAN | 52331 | LES FOURCHES                          |         |            | 52331    | !
 RAN | 52331 | LES FOURCHES                          | 4209327 | 52427222AU | 52427    | !
 BAN | 52384 | RUE D AUBERIVE                        |         |            | 52384    | !
 RAN | 52384 | RUE D AUBERIVE                        | 3432124 | 523842222C | 52389    | !
 BAN | 52431 | FERME DE CRILLEY                      |         |            | 52431    | !
 RAN | 52431 | FERME DE CRILLEY                      | 1032692 | 5243122223 | 52098    | !
 BAN | 52469 | CHEMIN DE BROTTES                     |         |            | 52469    | !
 RAN | 52469 | CHEMIN DE BROTTES                     | 3758761 | 5246922239 | 52339    | !
 BAN | 52526 | RUE PRINCIPALE                        |         |            | 52526    | !
 RAN | 52526 | RUE PRINCIPALE                        | 3435808 | 525262222G | 52458    | !
 BAN | 52529 | FERME DE CHAMP ROUGET                 |         |            | 52529    | !
 RAN | 52529 | FERME DE CHAMP ROUGET                 | 1035527 | 5252922226 | 52402    | !
 BAN | 53003 | LA CHESNAIE                           |         |            | 53003    | !
 RAN | 53003 | LA CHESNAIE                           | 1044027 | 53003222AU | 53070    | !
 BAN | 53127 | BURE                                  |         |            | 53127    | !
 RAN | 53127 | BURE                                  | 3487903 | 53127222GX | 53166    | !
 BAN | 53127 | LA BROSSE                             |         |            | 53127    | !
 RAN | 53127 | LA BROSSE                             | 1053392 | 53127222A3 | 53149    | !
 BAN | 53127 | LA CHAUGONNIERE                       |         |            | 53127    | !
 RAN | 53127 | LA CHAUGONNIERE                       | 1055018 | 53127222AV | 53166    | !
 BAN | 53127 | LA FOSSE                              |         |            | 53127    | !
 RAN | 53127 | LA FOSSE                              | 1055022 | 53127222AZ | 53166    | !
 BAN | 53127 | LA PARENTIERE                         |         |            | 53127    | !
 RAN | 53127 | LA PARENTIERE                         | 1039340 | 531272222R | 53020    | !
 BAN | 53127 | LAUNAY                                |         |            | 53127    | !
 RAN | 53127 | LAUNAY                                | 4248200 | 53127223ZG | 53127    | !
 RAN | 53127 | LAUNAY                                | 3488125 | 53127222HE | 53166    | !
 BAN | 53127 | LA VILETTE                            |         |            | 53127    | !
 RAN | 53127 | LA VILETTE                            | 1055046 | 53127222BM | 53166    | !
 BAN | 53127 | LE BIGNON                             |         |            | 53127    | !
 RAN | 53127 | LE BIGNON                             | 1055048 | 53127222BP | 53166    | !
 BAN | 53127 | LE CLOS                               |         |            | 53127    | !
 RAN | 53127 | LE CLOS                               | 1053400 | 53127222AC | 53149    | !
 BAN | 53127 | LE GUE                                |         |            | 53127    | !
 RAN | 53127 | LE GUE                                | 1053403 | 53127222AH | 53149    | !
 BAN | 53127 | LES ROCHERS                           |         |            | 53127    | !
 RAN | 53127 | LES ROCHERS                           | 1055065 | 53127222BZ | 53166    | !
 BAN | 53127 | L EUSSIERE                            |         |            | 53127    | !
 RAN | 53127 | L EUSSIERE                            | 1039323 | 5312722223 | 53020    | !
 BAN | 53137 | LA GOUFFARDIERE                       |         |            | 53137    | !
 RAN | 53137 | LA GOUFFARDIERE                       | 1057211 | 5319422232 | 53194    | !
 BAN | 53137 | LA JEGUERE                            |         |            | 53137    | !
 RAN | 53137 | LA JEGUERE                            | 1057221 | 531942223G | 53194    | !
 RAN | 53137 | LA JEGUERE                            | 4222465 | 53137222YX | 53137    | !
 BAN | 53137 | LA LANDE                              |         |            | 53137    | !
 RAN | 53137 | LA LANDE                              | 1057222 | 531942223H | 53194    | !
 BAN | 53137 | LA RENAUDIERE                         |         |            | 53137    | !
 RAN | 53137 | LA RENAUDIERE                         | 1057235 | 531942223Z | 53194    | !
 BAN | 53137 | LA TROUSSELIERE                       |         |            | 53137    | !
 RAN | 53137 | LA TROUSSELIERE                       | 1057240 | 5319422247 | 53194    | !
 BAN | 53137 | LE POMMIER                            |         |            | 53137    | !
 RAN | 53137 | LE POMMIER                            | 1057253 | 531942224R | 53194    | !
 BAN | 53137 | LES LANDES                            |         |            | 53137    | !
 RAN | 53137 | LES LANDES                            | 1057260 | 531942224Z | 53194    | !
 BAN | 53185 | LA CHAUVIERE                          |         |            | 53185    | !
 RAN | 53185 | LA CHAUVIERE                          | 1062492 | 532522222B | 53252    | !
 BAN | 53185 | LA CORBINIERE                         |         |            | 53185    | !
 RAN | 53185 | LA CORBINIERE                         | 1062494 | 532522222C | 53252    | !
 BAN | 53185 | LA PLANCHE                            |         |            | 53185    | !
 RAN | 53185 | LA PLANCHE                            | 1062503 | 532522222R | 53252    | !
 RAN | 53185 | LA PLANCHE                            | 4256919 | 53185223PG | 53185    | !
 BAN | 53185 | LA RIVIERE                            |         |            | 53185    | !
 RAN | 53185 | LA RIVIERE                            | 1062504 | 532522222S | 53252    | !
 BAN | 53185 | LE GUE DAVID                          |         |            | 53185    | !
 RAN | 53185 | LE GUE DAVID                          | 1062518 | 532522223B | 53252    | !
 BAN | 53185 | LE PATIS                              |         |            | 53185    | !
 RAN | 53185 | LE PATIS                              | 1062525 | 532522223M | 53252    | !
 BAN | 53185 | LE ROCHER                             |         |            | 53185    | !
 RAN | 53185 | LE ROCHER                             | 1062527 | 532522223P | 53252    | !
 BAN | 53255 | LES COULEES                           |         |            | 53255    | !
 RAN | 53255 | LES COULEES                           | 1041955 | 5305022243 | 53050    | !
 BAN | 55002 | FERMES DE BROVILLE                    |         |            | 55002    | !
 RAN | 55002 | FERMES DE BROVILLE                    | 1080624 | 5500222224 | 55240    | !
 BAN | 55114 | RUE DE L EGLISE ROMANE                |         |            | 55114    | !
 RAN | 55114 | RUE DE L EGLISE ROMANE                | 2849146 | 551142227H | 55314    | !
 BAN | 55123 | LA MAIZE                              |         |            | 55123    | !
 RAN | 55123 | LA MAIZE                              | 2659988 | 5512322242 | 55231    | !
 BAN | 55258 | RUE DE L ABBAYE                       |         |            | 55258    | !
 RAN | 55258 | RUE DE L ABBAYE                       | 1079478 | 5525822224 | 55126    | !
 BAN | 55388 | RUE DU FOUR                           |         |            | 55388    | !
 RAN | 55388 | RUE DU FOUR                           | 3429012 | 553882222Z | 55019    | !
 BAN | 55517 | RUE DE L EGLISE                       |         |            | 55517    | !
 RAN | 55517 | RUE DE L EGLISE                       | 1082859 | 5551722224 | 55480    | !
 RAN | 55517 | RUE DE L EGLISE                       | 1083412 | 555172222L | 55517    | !
 BAN | 55551 | FERME SAINT LOUIS                     |         |            | 55551    | !
 RAN | 55551 | FERME SAINT LOUIS                     | 2907241 | 555512224U | 55550    | !
 BAN | 55551 | RUE DU VUDIER                         |         |            | 55551    | !
 RAN | 55551 | RUE DU VUDIER                         | 2919679 | 555512226G | 55550    | !
 BAN | 55571 | RUE DE L EGLISE                       |         |            | 55571    | !
 RAN | 55571 | RUE DE L EGLISE                       | 4236504 | 55571222AY | 55230    | !
 RAN | 55571 | RUE DE L EGLISE                       | 1084395 | 555712222A | 55571    | !
 BAN | 56144 | KERBELLEC                             |         |            | 56144    | !
 RAN | 56144 | KERBELLEC                             | 1110548 | 561922222U | 56192    | !
 BAN | 56144 | KERDAVID                              |         |            | 56144    | !
 RAN | 56144 | KERDAVID                              | 1110554 | 5619222233 | 56192    | !
 BAN | 56144 | KERGOFF                               |         |            | 56144    | !
 RAN | 56144 | KERGOFF                               | 1102448 | 561442223M | 56144    | !
 RAN | 56144 | KERGOFF                               | 1110561 | 561922223B | 56192    | !
 BAN | 56144 | KERSIMON                              |         |            | 56144    | !
 RAN | 56144 | KERSIMON                              | 1110606 | 5619222263 | 56192    | !
 RAN | 56144 | KERSIMON                              | 1102473 | 561442224M | 56144    | !
 BAN | 56144 | KERSUHO                               |         |            | 56144    | !
 RAN | 56144 | KERSUHO                               | 1110608 | 5619222266 | 56192    | !
 RAN | 56144 | KERSUHO                               | 1102472 | 561442224L | 56144    | !
 BAN | 56144 | KERVRIENNE                            |         |            | 56144    | !
 RAN | 56144 | KERVRIENNE                            | 1102528 | 561442227T | 56144    | !
 RAN | 56144 | KERVRIENNE                            | 1110609 | 5619222267 | 56192    | !
 BAN | 56144 | TOULRAN                               |         |            | 56144    | !
 RAN | 56144 | TOULRAN                               | 1110590 | 561922224G | 56192    | !
 BAN | 56197 | LA COMBE                              |         |            | 56197    | !
 RAN | 56197 | LA COMBE                              | 1089485 | 560372222C | 56037    | !
 BAN | 56197 | LA VALLEE                             |         |            | 56197    | !
 RAN | 56197 | LA VALLEE                             | 1089483 | 560372222A | 56037    | !
 BAN | 56197 | LE FAUX                               |         |            | 56197    | !
 RAN | 56197 | LE FAUX                               | 1110146 | 561872222G | 56187    | !
 BAN | 56197 | POUHO                                 |         |            | 56197    | !
 RAN | 56197 | POUHO                                 | 1110151 | 561872222N | 56187    | !
 BAN | 56198 | CATHELO                               |         |            | 56198    | !
 RAN | 56198 | CATHELO                               | 1112547 | 5619822236 | 56217    | !
 BAN | 56198 | KERIO                                 |         |            | 56198    | !
 RAN | 56198 | KERIO                                 | 1113934 | 561982226A | 56235    | !
 BAN | 56198 | LA SECOUETTE                          |         |            | 56198    | !
 RAN | 56198 | LA SECOUETTE                          | 1113961 | 561982227C | 56235    | !
 BAN | 56198 | LA VILLA DES ROSES                    |         |            | 56198    | !
 RAN | 56198 | LA VILLA DES ROSES                    | 1112552 | 561982223C | 56217    | !
 BAN | 56198 | LE GROS HUSSIN                        |         |            | 56198    | !
 RAN | 56198 | LE GROS HUSSIN                        | 1113910 | 561982224E | 56235    | !
 BAN | 56198 | LE TERTRE                             |         |            | 56198    | !
 RAN | 56198 | LE TERTRE                             | 1113916 | 561982224M | 56235    | !
 BAN | 56198 | TALHOUET                              |         |            | 56198    | !
 RAN | 56198 | TALHOUET                              | 1112551 | 561982223B | 56217    | !
 BAN | 57132 | RUE DE GREMECEY                       |         |            | 57132    | !
 RAN | 57132 | RUE DE GREMECEY                       | 2408177 | 571322223Z | 57157    | !
 BAN | 57133 | RUE DES PEUPLIERS                     |         |            | 57133    | !
 RAN | 57133 | RUE DES PEUPLIERS                     | 1121148 | 5713322224 | 57170    | !
 BAN | 59350 | PONT D ERFURT                         |         |            | 59350    | !
 RAN | 59350 | PONT D ERFURT                         | 2862951 | 59350224LG | 59915    | !
 BAN | 59350 | RUE DANTON PROLONGEE                  |         |            | 59350    | !
 RAN | 59350 | RUE DANTON PROLONGEE                  | 4188649 | 5935026CSS | 59350    | !
 RAN | 59350 | RUE DANTON PROLONGEE                  | 4426039 | 5935026VUV | 59298    | !
 BAN | 59350 | RUE DU PARC URBAIN                    |         |            | 59350    | !
 RAN | 59350 | RUE DU PARC URBAIN                    | 2668202 | 59350224HV | 59355    | !
 BAN | 59350 | RUE JEAN BAPTISTE LEBAS               |         |            | 59350    | !
 RAN | 59350 | RUE JEAN BAPTISTE LEBAS               | 1165920 | 593502249R | 59355    | !
 BAN | 59350 | RUE LOUIS BLANC                       |         |            | 59350    | !
 RAN | 59350 | RUE LOUIS BLANC                       | 1165491 | 59350223ZT | 59350    | !
 RAN | 59350 | RUE LOUIS BLANC                       | 1161550 | 593502223I | 59298    | !
 BAN | 59350 | RUE MARCEL CARLEZ                     |         |            | 59350    | !
 RAN | 59350 | RUE MARCEL CARLEZ                     | 2669162 | 59350224HX | 59355    | !
 BAN | 59350 | RUE PIERRE JOSEPH PROUDHON            |         |            | 59350    | !
 RAN | 59350 | RUE PIERRE JOSEPH PROUDHON            | 1165931 | 59350224A3 | 59355    | !
 BAN | 59350 | RUE RENE CASSIN                       |         |            | 59350    | !
 RAN | 59350 | RUE RENE CASSIN                       | 2669492 | 59350224HY | 59355    | !
 BAN | 59545 | RUE DE LA ROCHELLE                    |         |            | 59545    | !
 RAN | 59545 | RUE DE LA ROCHELLE                    |   21759 | 595452222E | 02285    | !
 BAN | 60570 | PONTAVESNE                            |         |            | 60570    | !
 RAN | 60570 | PONTAVESNE                            | 1192162 | 6041722227 | 60417    | !
 BAN | 61007 | LE BOURG                              |         |            | 61007    | !
 RAN | 61007 | LE BOURG                              | 1221570 | 614892222R | 61489    | !
 BAN | 61050 | LE BOURG                              |         |            | 61050    | !
 RAN | 61050 | LE BOURG                              | 1204803 | 6112822227 | 61128    | !
 BAN | 61096 | LE BOURG                              |         |            | 61096    | !
 RAN | 61096 | LE BOURG                              | 1207909 | 611862222B | 61186    | !
 BAN | 61167 | LE BOURG                              |         |            | 61167    | !
 RAN | 61167 | LE BOURG                              | 1207830 | 611842222B | 61184    | !
 RAN | 61167 | LE BOURG                              | 1205146 | 6113622226 | 61136    | !
 BAN | 61167 | LE PARC                               |         |            | 61167    | !
 RAN | 61167 | LE PARC                               | 4267107 | 611842226U | 61184    | !
 BAN | 61211 | LE BOURG                              |         |            | 61211    | !
 RAN | 61211 | LE BOURG                              | 1200613 | 6103322229 | 61033    | !
 RAN | 61211 | LE BOURG                              | 1210437 | 612392222R | 61239    | !
 BAN | 61292 | LE BOURG                              |         |            | 61292    | !
 RAN | 61292 | LE BOURG                              | 1204041 | 611092222E | 61109    | !
 BAN | 61292 | PORTE BLAISE                          |         |            | 61292    | !
 RAN | 61292 | PORTE BLAISE                          | 1204044 | 611092222I | 61109    | !
 BAN | 61309 | LE BOURG                              |         |            | 61309    | !
 RAN | 61309 | LE BOURG                              | 3352457 | 613372229C | 61337    | !
 BAN | 61339 | LE BOURG                              |         |            | 61339    | !
 RAN | 61339 | LE BOURG                              | 4244182 | 611792223S | 61179    | !
 RAN | 61339 | LE BOURG                              | 1214614 | 6134022223 | 61340    | !
 RAN | 61339 | LE BOURG                              | 1203932 | 6110622224 | 61106    | !
 RAN | 61339 | LE BOURG                              | 1211725 | 6127022223 | 61270    | !
 BAN | 61345 | LE MOULIN NEUF                        |         |            | 61345    | !
 RAN | 61345 | LE MOULIN NEUF                        | 1201094 | 610422224G | 61042    | !
 BAN | 61375 | LE BOURG                              |         |            | 61375    | !
 RAN | 61375 | LE BOURG                              | 1222527 | 6151122223 | 61511    | !
 RAN | 61375 | LE BOURG                              | 1215996 | 6137522224 | 61375    | !
 RAN | 61375 | LE BOURG                              | 3352632 | 614172222U | 61417    | !
 BAN | 61491 | LA FOSSE                              |         |            | 61491    | !
 RAN | 61491 | LA FOSSE                              | 1203157 | 6109022229 | 61090    | !
 BAN | 61491 | LA GARE                               |         |            | 61491    | !
 RAN | 61491 | LA GARE                               | 1203160 | 610902222C | 61090    | !
 BAN | 61491 | LE BOURG                              |         |            | 61491    | !
 RAN | 61491 | LE BOURG                              | 1214341 | 6133522226 | 61335    | !
 RAN | 61491 | LE BOURG                              | 1201650 | 6105922224 | 61059    | !
 RAN | 61491 | LE BOURG                              | 1201226 | 6104522226 | 61045    | !
